deeplink,Domain,host,tld,domaincc,keywords,LE,BL,DP,LP,CCP,IPP,ABY,ACR,WBY,Registrar,Alexa,QCR,Dmoz,Yaca,Add Date,C,N,O,B,I,D,US,COM.AU,CA,UK,CO.UK,CO,EU,IN,CO.IN,AT,CH,BE,NL,DK,FR,PL,ES,PT,IT,ME,TV,IO,CN,RU,SE,NU,Reg,Reg32,Free32,SG,CO,CPC,SDE,CODE,CPCDE,SUS,COUS,CPCUS,SUK,COUK,CPCUK,MMGR,MMIP,MMCP,SQI,NFB,NTW,CF,TF,TR,MBL,MIU,MCU,MDP,MIP,MCP,TTF,MODE,MOLE,MOLI,MOLP,MRDL,MRDF,MRDH,MRDD,MRDS,ML,MLTP,MRL,MRLP,MDPE,MBLE,MDPG,MBLG,MDPEE,MBLEE,MDPGE,MBLGE,SRUSR,SRUSK,SRUST,SRUSC,RDT,RDS,RDE,RDT COM,RDS COM,RDE COM,RDT CNO,RDS CNO,RDE CNO,WPL,GEO,GEOC,GEOD,Price,currency,Bids,Traffic,Valuation,Endtime
https://www.expireddomains.net/goto/1/73l15/21/?tr=export,goldnames.com,goldnames,com,GoldNames.com,Gold Names,9,16113,542,2440,59,36,8/15/2000,337,9/18/1999,"GoDaddy.com, LLC",836600,0,no,no,6/7/2017,registered,available,available,registered,available,registered,registered,available,available,registered,registered,registered,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,registered,available,available,available,10,9,23,3600,65,1.36 USD,70,93,0.68 EUR,1300,94,1.72 USD,210,78,0.69 GBP,175817,1272,1114,10,taken,taken,39,22,1.77,16113,169354,169018,1634,1035,904,"21 - Society/Issues (59.00%), 17 - Computers/Security (11.08%), 17 - Recreation/Outdoors (7.18%), 16 - Computers/Software/Operating Systems (4.07%), 16 - Business/Real Estate (3.48%)",0,0,4,115056,1526,1476,158,586,333,"[English - 98.00%], [Slovenian - 1.00%]",74042,"[English - 67.00%], [Russian - 17.00%], [Japanese - 10.00%], [German - 1.00%], [Arabic - 0.00%], [Swedish - 0.00%], [Portuguese - 0.00%], [Italian - 0.00%], [Chinese - 0.00%], [Dutch/Flemish - 0.00%]",14266,40,98,0,0,12,13,0,0,7381271,359,19,3,4,2,2,1,1,1,2,1,1,0,PA,US,ames>us-city,20,USD,186,0,0,11/17/2019 15:58
https://www.expireddomains.net/goto/1/kbwu5/21/?tr=export,8oo.com,8oo,com,8oo.com,Oo,3,4,0,0,0,0,10/8/1999,72,12/7/2004,"GoDaddy.com, LLC",0,0,no,no,8/11/2013,registered,registered,registered,available,registered,registered,registered,available,available,registered,available,registered,registered,available,available,available,available,available,available,available,available,registered,available,available,available,registered,available,registered,registered,registered,available,available,25,14,18,880,1,0.00 USD,20,0,0.00 EUR,140,5,0.00 USD,20,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,4,8,8,2,2,2,-,0,0,0,0,0,0,0,2,2,[English - 100.00%],1,[Portuguese - 100.00%],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,100,USD,184,2,0,11/22/2019 17:00
https://www.expireddomains.net/goto/1/1zd9ym/21/?tr=export,wai.cc,wai,cc,wai.cc,wai,3,91,3,31,0,3,1/9/2010,26,9/7/2005,Key-Systems GmbH,3457216,0,no,no,3/27/2012,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,available,registered,registered,registered,registered,registered,registered,registered,available,140,29,3,27100,0,0.24 USD,1000,0,0.00 EUR,5400,0,0.00 USD,1300,1,0.00 GBP,0,0,0,0,available,taken,1,3,0.33,91,959,323,8,7,7,3 - Business/Real Estate (99.99%),0,0,4,206,7,8,2,8,5,"[Chinese - 83.00%], [English - 16.00%]",1,"[Chinese - 98.00%], [English - 1.00%]",104,0,0,0,0,0,0,0,0,6258573,14,29,0,0,0,0,0,0,0,0,0,0,0,,,,20,USD,181,0,0,11/19/2019 17:01
https://www.expireddomains.net/goto/1/kcmt2/21/?tr=export,9707.com,9707,com,9707.com,,4,0,0,0,0,0,9/2/2001,55,5/1/2004,"eName Technology Co., Ltd.",0,0,no,no,6/7/2012,registered,registered,registered,available,registered,registered,registered,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,registered,available,available,18,9,23,1000,2,0.02 USD,10,6,0.00 EUR,110,11,0.00 USD,10,2,0.00 GBP,0,0,0,0,taken,taken,0,0,0,0,77,12,0,0,0,-,1,1,0,4,0,0,0,0,0,,0,[Chinese - 100.00%],194,0,0,0,0,0,0,0,0,0,0,0,0,419,210,209,394,197,198,415,208,207,0,,,,50,USD,179,0,0,1/4/2020 19:02
https://www.expireddomains.net/goto/1/kq8tp/21/?tr=export,gees.com,gees,com,Gees.com,Gees,4,12,1,2,3,1,12/21/1996,143,12/22/1995,"GoDaddy.com, LLC",0,0,no,no,3/20/2017,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,available,registered,registered,available,registered,available,registered,registered,registered,registered,registered,registered,available,registered,registered,available,registered,registered,registered,registered,available,55,25,7,110000,0,0.13 USD,4400,1,0.75 EUR,22200,1,2.12 USD,5400,1,0.00 GBP,0,0,0,0,available,taken,5,7,0.71,12,3,2,6,6,6,7 - Business/Transportation and Logistics (99.98%),1,1,0,2,5,5,0,6,4,,0,"[Portuguese - 54.00%], [English - 45.00%]",27,0,0,0,0,0,0,0,0,0,0,0,0,3387,1171,2216,2518,988,1531,3286,1137,2149,0,DI,NL,gees>nl-city,20,USD,178,0,0,12/1/2019 15:42
https://www.expireddomains.net/goto/1/kkw6w/21/?tr=export,dhwf.com,dhwf,com,dhwf.com,dhwf,4,1,0,0,0,0,4/30/2004,127,5/19/2007,"NameSilo, LLC",0,0,no,no,10/11/2011,registered,registered,registered,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,7,5,27,30,3,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,1,2,2,1,1,1,-,0,0,0,0,1,0,0,1,0,,0,[English - 100.00%],8,0,0,0,0,0,0,0,0,0,0,0,0,49,25,24,40,21,20,48,25,23,0,,,,20,USD,178,0,0,1/1/2020 01:00
https://www.expireddomains.net/goto/1/lkvup/21/?tr=export,xnoq.com,xnoq,com,xnoq.com,xnoq,4,0,0,0,0,0,2/8/2011,17,10/25/2007,PDR Ltd. d/b/a PublicDomainRegistry.com,0,0,no,no,8/19/2011,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,2,2,30,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,0,4,4,0,0,0,-,8,52,1,1,0,0,0,0,0,[English - 100.00%],4,[Chinese - 100.00%],3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,2,3,5,2,3,0,,,,20,USD,176,0,0,1/3/2020 07:00
https://www.expireddomains.net/goto/1/jfs4y/21/?tr=export,i4.com,i4,com,i4.com,i,2,308,3,7,3,3,2/11/1998,124,2/1/1996,Moniker Online Services LLC,0,0,no,no,4/10/2016,registered,registered,registered,available,available,registered,available,registered,registered,available,registered,registered,registered,available,available,registered,available,registered,registered,registered,registered,registered,available,available,available,registered,registered,registered,registered,registered,registered,registered,62,22,10,18100,3,1.22 USD,260,7,0.61 EUR,3600,2,2.49 USD,1300,4,1.74 GBP,0,0,0,0,available,taken,7,0,0,308,698,687,11,8,8,-,1,1,0,686,11,6,1,11,5,[English - 100.00%],1175,"[English - 99.00%], [Italian - 0.00%]",164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"1,000",USD,173,0,0,11/26/2019 21:00
https://www.expireddomains.net/goto/1/ky864/21/?tr=export,kpzr.com,kpzr,com,kpzr.com,Kpzr,4,1,0,0,0,0,6/7/2008,16,5/11/2006,"NameSilo, LLC",0,0,no,no,10/11/2011,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,registered,available,available,6,3,29,1000,0,0.00 USD,10,0,0.00 EUR,10,0,0.00 USD,10,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,1,2,2,1,1,1,-,0,0,0,0,1,1,0,1,0,,0,[Chinese - 100.00%],3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,4,3,2,5,3,2,0,,,,20,USD,172,0,0,1/1/2020 01:00
https://www.expireddomains.net/goto/1/kcwim/21/?tr=export,9cs.com,9cs,com,9cs.com,cs,3,52,2,3,0,2,12/2/2000,27,12/2/1999,"eName Technology Co., Ltd.",0,0,no,no,2/17/2014,registered,registered,available,available,available,available,available,available,registered,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,registered,available,available,13,7,25,70,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,992740,605,509,0,available,taken,6,0,0,52,43,12,9,9,9,-,0,0,0,0,8,7,0,9,1,,0,"[Chinese - 94.00%], [English - 5.00%]",1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,20,USD,172,0,0,1/13/2020 02:00
https://www.expireddomains.net/goto/1/lgqce/21/?tr=export,uxtp.com,uxtp,com,uxtp.com,Ux Tp,4,2,0,0,0,0,12/6/2008,11,3/29/2011,"eNom, LLC",0,0,no,no,1/30/2015,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,registered,available,available,available,3,3,29,10,0,0.00 USD,1600,4,0.71 EUR,6600,3,1.04 USD,1900,2,0.48 GBP,0,0,0,0,available,taken,0,0,0,2,2,2,1,1,1,-,1,1,0,1,1,0,0,1,0,,0,[English - 100.00%],6,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,7,3,5,8,3,5,0,,,,20,USD,171,0,0,1/30/2020 07:00
https://www.expireddomains.net/goto/1/1q9bbe/21/?tr=export,btc.co,btc,co,btc.co,Btc,3,0,0,0,0,0,4/21/2013,7,7/21/2010,"GoDaddy.com, Inc.",0,0,no,no,6/20/2018,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,638,31,1,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,0,27,15,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,[English - 100.00%],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,20,USD,168,0,0,12/2/2019 08:30
https://www.expireddomains.net/goto/1/lkn31/21/?tr=export,ximx.com,ximx,com,ximx.com,ximx,4,0,0,0,0,0,11/24/2002,46,7/11/2002,"NameCheap, Inc.",0,0,no,no,8/19/2011,registered,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,registered,registered,available,available,6,5,27,110,0,0.00 USD,10,0,0.00 EUR,10,0,0.00 USD,10,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,0,2,2,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,[Chinese - 100.00%],1,0,0,0,0,0,0,0,0,0,0,0,0,46,17,29,37,14,24,43,15,28,0,,,,20,USD,167,0,0,12/1/2019 03:00
https://www.expireddomains.net/goto/1/9hpk8/21/?tr=export,webhostingcolumns.com,webhostingcolumns,com,WebHostingColumns.com,Web Hosting Columns,17,200911,133,2048,320,112,4/23/2008,162,12/12/2014,"Network Solutions, LLC",0,0,no,no,5/13/2013,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,1,1,31,10,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,927722,386,335,0,available,available,18,15,1.2,200911,207,11,421,392,337,"14 - Arts/Comics (66.46%), 13 - Arts/Movies (33.40%), 6 - Reference/Education (0.05%), 6 - Arts/Photography (0.03%)",0,0,0,0,393,272,2,421,37,,0,"[English - 86.00%], [German - 8.00%], [Japanese - 1.00%], [Portuguese - 1.00%], [Chinese - 0.00%], [Finnish - 0.00%], [Russian - 0.00%], [Italian - 0.00%], [French - 0.00%], [Czech - 0.00%]",130823,4,45,0,0,1,1,0,0,0,0,0,0,2,1,1,1,1,1,2,1,1,0,,,,20,USD,167,0,0,2/13/2020 07:43
https://www.expireddomains.net/goto/1/khcek/21/?tr=export,bqwt.com,bqwt,com,bqwt.com,bqwt,4,3,0,0,0,0,11/19/2008,29,5/11/2007,"NameSilo, LLC",0,0,no,no,4/14/2013,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,3,2,30,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,4,0,0,3,2,2,2,2,2,-,0,0,0,0,2,2,1,2,0,,0,[Chinese - 100.00%],9,0,0,0,0,0,0,0,0,0,0,0,0,24,20,4,16,14,3,23,20,3,0,,,,20,USD,165,0,0,1/1/2020 01:00
https://www.expireddomains.net/goto/1/1kqgv2/21/?tr=export,like.us,like,us,Like.us,Like,4,9,0,0,0,0,3/19/2004,65,4/24/2002,"GoDaddy.com, Inc.",0,0,no,no,4/3/2012,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,registered,301,31,1,2740000,7,0.08 USD,0,0,0.00 EUR,110000,5,0.41 USD,14800,3,0.22 GBP,0,0,0,0,taken,taken,7,0,0,9,31,10,8,8,8,1 - Adult/Computers (100.00%),0,0,1,1,8,7,0,8,3,[English - 100.00%],0,[English - 100.00%],9,0,0,0,0,0,0,0,0,0,0,0,0,33634,19871,13763,28070,16788,11283,32296,19118,13178,0,,,,"50,000",USD,164,0,0,11/25/2019 06:00
https://www.expireddomains.net/goto/1/la5o1/21/?tr=export,rlgz.com,rlgz,com,rlgz.com,rlgz,4,0,0,0,0,0,4/22/2013,25,7/30/2007,"NameSilo, LLC",0,0,no,no,10/15/2011,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,5,2,30,10,2,0.00 USD,390,0,0.00 EUR,140,4,0.01 USD,30,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,0,2,2,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,[Chinese - 100.00%],4,0,0,0,0,0,0,0,0,0,0,0,0,15,6,9,14,6,9,15,6,9,0,,,,20,USD,164,0,0,1/1/2020 01:00
https://www.expireddomains.net/goto/1/kkuer/21/?tr=export,dgya.com,dgya,com,dgya.com,dgya,4,2,0,0,0,0,10/13/2004,80,3/5/2010,Alpine Domains Inc.,0,0,no,no,3/10/2013,registered,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,4,3,29,70,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,3,0,0,2,2,2,1,1,1,"1 - Society (60.56%), 1 - Arts/Movies (19.90%), 1 - Recreation/Travel (11.87%), 1 - Recreation/Food (7.60%)",0,0,0,0,1,1,0,1,0,[English - 100.00%],0,[Chinese - 100.00%],14,0,0,0,0,0,0,0,0,0,0,0,0,382,370,12,362,353,10,379,367,12,0,,,,20,USD,164,0,0,2/3/2020 13:01
https://www.expireddomains.net/goto/1/jzx6q/21/?tr=export,02d.com,02d,com,02d.com,d,3,7,1,1,0,1,5/17/2001,47,10/22/2003,"22net, Inc.",1891747,0,no,no,8/23/2011,registered,registered,available,available,available,registered,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,registered,registered,available,available,8,7,25,880,0,0.00 USD,40,1,0.00 EUR,110,2,0.00 USD,20,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,7,5,0,3,3,3,-,0,0,0,0,3,2,0,3,2,[Chinese - 100.00%],1,"[Chinese - 71.00%], [Thai - 28.00%]",1271,0,0,0,0,0,0,0,0,55153073,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,20,USD,163,0,0,1/7/2020 06:00
https://www.expireddomains.net/goto/1/370d5q/21/?tr=export,dailyscoop.com,dailyscoop,com,DailyScoop.com,Daily Scoop,10,4,0,0,0,0,3/30/2001,94,12/12/2003,Uniregistrar Corp,0,0,no,no,12/8/2018,registered,registered,registered,available,available,available,registered,available,available,available,registered,registered,registered,registered,registered,available,available,available,available,available,available,available,available,available,registered,registered,available,available,available,available,available,available,16,11,21,3600,0,0.00 USD,10,0,0.00 EUR,1600,0,0.00 USD,10,0,0.00 GBP,0,0,0,0,taken,taken,1,1,1,4,2,1,3,3,3,"1 - Arts/Movies (55.06%), 1 - Recreation/Travel (28.47%), 1 - Recreation/Food (16.42%)",0,0,0,0,3,1,0,3,2,,0,[English - 100.00%],8,0,0,0,0,0,0,0,0,0,0,0,0,54,18,36,41,15,27,50,17,33,0,,,,20,USD,162,0,0,1/15/2020 07:00
https://www.expireddomains.net/goto/1/1f7z8c/21/?tr=export,thats.me,thats,me,Thats.me,Thats,5,3,0,0,0,0,9/4/2009,43,7/27/2008,DNPric.es,0,0,no,no,8/19/2011,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,available,registered,registered,available,registered,registered,registered,registered,available,available,registered,registered,registered,registered,registered,registered,registered,available,99,26,6,301000,4,0.26 USD,0,0,0.00 EUR,74000,5,0.39 USD,0,0,0.00 GBP,0,0,0,0,taken,taken,3,0,0,3,29,14,3,3,3,"3 - Society (96.27%), 2 - Computers/Software/Operating Systems (1.18%), 2 - Society/Religion and Spirituality (0.90%), 2 - Society/Ethnicity (0.49%), 2 - News/Media Industry (0.44%)",9,25,2,3,2,2,1,3,1,[English - 100.00%],3,[English - 100.00%],9,0,0,0,0,0,0,0,0,0,0,0,0,12868,12373,495,11120,10677,444,12514,12032,482,0,,,,100,USD,160,0,0,12/8/2019 11:01
https://www.expireddomains.net/goto/1/itgqi/21/?tr=export,81088.com,81088,com,81088.com,,5,1099,13,17,7,10,1/29/2004,325,12/8/2003,"eName Technology Co., Ltd.",0,0,no,no,3/19/2014,registered,registered,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,7,4,28,170,1,0.00 USD,0,0,0.00 EUR,10,0,0.00 USD,90,2,0.00 GBP,0,0,0,0,taken,taken,11,2,5.5,1099,99,35,72,65,62,"2 - Shopping/Classifieds (93.44%), 2 - Health/Resources (4.00%), 1 - Regional/Asia (2.27%), 1 - Business/E-Commerce (0.04%), 1 - Business/Real Estate (0.03%)",1,1,0,15,68,69,1,72,16,,0,[Chinese - 99.00%],0,0,0,0,0,0,0,0,0,0,0,0,0,95,25,70,89,23,67,94,25,69,0,,,,20,USD,154,0,0,1/13/2020 02:00
https://www.expireddomains.net/goto/1/1dflyj/21/?tr=export,mmorog.com,mmorog,com,mmorog.com,mmorog,6,36537,277,3528,14,62,1/24/2010,164,12/13/2011,"eName Technology Co., Ltd.",798240,213305,no,no,6/5/2016,registered,registered,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,4,4,28,9900,7,0.39 USD,480,21,0.40 EUR,4400,3,0.90 USD,480,4,0.52 GBP,989579,390,371,120,taken,taken,35,9,3.89,36537,13724,13504,301,259,249,9 - Games/Video Games/Roleplaying (99.98%),2,2,9,13359,290,169,52,301,157,[English - 100.00%],8343,"[English - 86.00%], [Japanese - 3.00%], [Polish - 2.00%], [Swedish - 1.00%], [Russian - 1.00%], [French - 1.00%], [German - 0.00%], [Danish - 0.00%], [Finnish - 0.00%], [Spanish/Castilian - 0.00%]",70332,1,6,0,0,0,0,0,0,174794,6955,8031,15896,4,2,2,1,1,1,4,2,2,1,,,,20,USD,153,0,0,12/7/2019 00:07
https://www.expireddomains.net/goto/1/lbpsk/21/?tr=export,sfqj.com,sfqj,com,sfqj.com,sfqj,4,1,0,0,0,0,5/18/2004,21,5/26/2007,"NameSilo, LLC",0,0,no,no,10/14/2011,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,3,1,31,10,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,1,2,2,1,1,1,-,0,0,0,0,0,1,0,1,0,,0,[Chinese - 100.00%],5,0,0,0,0,0,0,0,0,0,0,0,0,26,7,19,22,6,17,24,6,18,0,,,,20,USD,153,0,0,1/1/2020 01:00
https://www.expireddomains.net/goto/1/rotkw/21/?tr=export,ve.org,ve,org,ve.org,Ve,2,72,3,4,0,3,6/11/2001,99,3/28/1998,"Imperial Registrations, Inc.",5250136,0,no,no,5/5/2012,registered,registered,registered,available,available,registered,available,registered,registered,registered,registered,registered,available,available,available,registered,available,registered,registered,registered,registered,registered,available,available,registered,registered,available,registered,registered,registered,registered,registered,144,22,10,368000,1,0.04 USD,14800,1,0.00 EUR,40500,1,0.20 USD,9900,0,0.00 GBP,0,0,0,0,available,taken,5,4,1.25,72,118,6,15,13,13,4 - Reference/Education (100.00%),0,0,0,0,15,14,1,15,8,,0,"[Spanish/Castilian - 57.00%], [English - 30.00%], [Latvian - 7.00%], [Polish - 5.00%]",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,500,USD,151,0,0,12/9/2019 17:02
https://www.expireddomains.net/goto/1/lbb81/21/?tr=export,sbhz.com,sbhz,com,sbhz.com,Sb Hz,4,1,0,0,0,0,11/20/2002,29,2/3/2006,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0,0,no,no,4/14/2013,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,5,3,29,40,0,0.00 USD,30,0,0.00 EUR,9900,0,0.34 USD,720,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,1,2,2,1,1,1,-,0,0,0,0,0,1,0,1,1,,0,[Chinese - 100.00%],4,0,0,0,0,0,0,0,0,0,0,0,0,35,15,20,30,13,18,35,15,20,0,,,,20,USD,151,0,0,2/12/2020 15:00
https://www.expireddomains.net/goto/1/d90b7/21/?tr=export,sbdc.com,sbdc,com,sbdc.com,Sb Dc,4,15,3,3,3,3,4/23/1999,163,9/17/1999,"GoDaddy.com, LLC",0,0,no,no,1/14/2015,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,available,registered,registered,registered,registered,available,available,available,registered,available,registered,available,available,available,available,available,registered,registered,registered,registered,registered,available,45,20,12,8100,3,2.27 USD,20,42,1.09 EUR,5400,4,2.34 USD,480,0,0.00 GBP,0,0,0,0,available,taken,7,5,1.4,15,5,5,9,9,9,"5 - Recreation/Food (99.20%), 2 - Reference/Education (0.41%), 2 - Computers/Hacking (0.33%)",1,1,0,4,9,7,0,9,6,,0,[English - 100.00%],33,0,0,0,0,0,0,0,0,0,0,0,0,1217,365,852,659,235,425,1173,353,820,0,,,,20,USD,150,0,0,1/10/2020 12:00
https://www.expireddomains.net/goto/1/8psd2/21/?tr=export,zoogle.com,zoogle,com,zoogle.com,Zoo Gle,6,524,10,15,4,4,10/18/2000,242,6/1/2001,"GoDaddy.com, LLC",1309288,233740,no,no,2/18/2014,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,available,available,registered,registered,registered,registered,registered,available,available,available,registered,registered,available,registered,registered,registered,available,available,36,23,9,12100,0,0.02 USD,140,7,0.00 EUR,2400,1,0.02 USD,720,0,0.00 GBP,0,0,0,10,taken,taken,11,3,3.67,524,14,10,57,30,30,3 - Society/Religion and Spirituality (99.98%),0,0,1,3,52,14,0,57,15,,0,"[Russian - 73.00%], [English - 23.00%], [Hungarian - 1.00%], [French - 0.00%], [Ukrainian - 0.00%], [Bulgarian - 0.00%], [German - 0.00%], [Swedish - 0.00%]",385,0,0,0,0,0,0,0,0,1399163,5,436,0,243,69,174,173,48,126,226,62,164,0,,,,250,USD,150,0,0,12/20/2019 16:21
https://www.expireddomains.net/goto/1/1goc4k/21/?tr=export,dot.us,dot,us,Dot.us,Dot,3,90,11,20,0,7,1/22/2005,141,12/22/2004,"eNom, LLC",0,0,no,no,12/30/2011,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,registered,403,30,2,450000,3,0.31 USD,9900,24,1.18 EUR,110000,2,1.67 USD,12100,2,0.27 GBP,0,0,0,0,available,taken,7,3,2.33,90,23,9,17,15,15,"3 - Health (38.31%), 3 - Business/Marketing and Advertising (31.92%), 3 - Computers/Open Source (27.73%), 2 - Science/Math (0.90%), 2 - Society/Religion and Spirituality (0.76%)",0,0,0,0,17,4,0,17,8,,0,"[English - 92.00%], [Korean - 2.00%], [Uzbek - 2.00%], [Vietnamese - 2.00%], [Norwegian - 1.00%]",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,20,USD,148,0,0,2/8/2020 14:02
https://www.expireddomains.net/goto/1/elxec/21/?tr=export,treadmill-solutions.com,treadmill-solutions,com,Treadmill-Solutions.com,Treadmill Solutions,19,16284,175,2972,13,162,6/16/2005,191,1/24/2018,"Sicherregister, LLC",0,0,no,no,6/19/2014,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,1,1,31,10,55,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,622103,506,453,0,available,available,21,13,1.62,16284,8,6,569,512,456,"12 - Shopping/Children (52.62%), 11 - Sports/Equestrian (37.16%), 9 - Computers/Internet/On the Web (6.13%), 8 - Science/Agriculture (2.91%), 7 - Health/Mental Health (0.31%)",0,0,0,0,542,558,14,569,153,,0,"[English - 54.00%], [Indonesian - 12.00%], [Spanish/Castilian - 6.00%], [Dutch/Flemish - 4.00%], [Italian - 3.00%], [Hindi - 2.00%], [Turkish - 2.00%], [Greek (modern) - 1.00%], [Romanian/Moldavian/Moldovan - 1.00%], [Vietnamese - 1.00%]",44991,19,161,1,27,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,1,0,,,,20,USD,148,0,0,11/28/2019 14:32
