deeplink,Domain,host,tld,domaincc,keywords,LE,BL,DP,LP,CCP,IPP,ABY,ACR,WBY,Registrar,Alexa,QCR,Dmoz,Yaca,Add Date,C,N,O,B,I,D,US,COM.AU,CA,UK,CO.UK,CO,EU,IN,CO.IN,AT,CH,BE,NL,DK,FR,PL,ES,PT,IT,ME,TV,IO,CN,RU,SE,NU,Reg,Reg32,Free32,SG,CO,CPC,SDE,CODE,CPCDE,SUS,COUS,CPCUS,SUK,COUK,CPCUK,MMGR,MMIP,MMCP,SQI,NFB,NTW,CF,TF,TR,MBL,MIU,MCU,MDP,MIP,MCP,TTF,MODE,MOLE,MOLI,MOLP,MRDL,MRDF,MRDH,MRDD,MRDS,ML,MLTP,MRL,MRLP,MDPE,MBLE,MDPG,MBLG,MDPEE,MBLEE,MDPGE,MBLGE,SRUSR,SRUSK,SRUST,SRUSC,RDT,RDS,RDE,RDT COM,RDS COM,RDE COM,RDT CNO,RDS CNO,RDE CNO,WPL,GEO,GEOC,GEOD,Price,currency,Bids,Traffic,Valuation,Endtime
https://www.expireddomains.net/goto/1/cuzw5/21/?tr=export,ancoin.com,ancoin,com,ancoin.com,An Coin,6,0,0,0,0,0,10/3/2013,8,3/21/2016,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0,0,no,no,7/16/2018,registered,registered,registered,available,registered,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,10,6,26,40,1,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,taken,taken,0,0,0,0,5,5,0,0,0,-,0,0,0,0,0,0,0,0,0,[English - 100.00%],0,,0,0,0,0,0,0,0,0,0,0,0,0,0,946,22,924,693,13,681,893,20,873,0,PA,ES US,coin>es-city|us-city,20,USD,15,0,0,11/26/2019 23:36
https://www.expireddomains.net/goto/1/kh7p2/21/?tr=export,bomx.com,bomx,com,bomx.com,bomx,4,4,0,0,0,0,1/18/2001,53,11/26/2000,"GoDaddy.com, LLC",0,0,no,no,1/22/2016,registered,available,registered,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,registered,available,available,available,7,5,27,390,5,0.76 USD,10,36,0.00 EUR,50,0,0.00 USD,10,5,0.00 GBP,0,0,0,0,available,available,3,1,3,4,7,6,2,2,2,"1 - Arts/Movies (55.01%), 1 - Recreation/Travel (28.38%), 1 - Recreation/Food (16.53%)",0,0,0,0,2,1,0,2,1,[English - 100.00%],0,[English - 100.00%],0,0,0,0,0,0,0,0,0,0,0,0,0,76,22,54,66,18,49,73,21,52,0,,,,"7,500",USD,15,0,0,12/29/2019 21:11
https://www.expireddomains.net/goto/1/hk6yi/21/?tr=export,nqys.com,nqys,com,nqys.com,nqys,4,1,0,0,0,0,5/14/2004,42,5/31/2008,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0,0,no,no,8/30/2015,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,5,3,29,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,6,0,0,1,127,127,1,1,1,-,2,37,5,125,1,0,0,1,1,"[English - 73.00%], [Chinese - 26.00%]",115,[Chinese - 100.00%],3,0,0,0,0,0,0,0,0,0,0,0,0,20,9,11,16,8,9,19,9,10,0,,,,"5,000",USD,15,0,0,12/2/2019 16:00
https://www.expireddomains.net/goto/1/372kor/21/?tr=export,minebtc.com,minebtc,com,minebtc.com,Mine Btc,7,0,0,0,0,0,4/6/2013,74,5/5/2011,"NameCheap, Inc.",0,0,no,no,1/13/2014,registered,registered,registered,available,registered,available,registered,available,available,available,registered,available,available,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,14,9,23,170,46,0.36 USD,10,21,0.18 EUR,20,22,1.39 USD,10,31,0.00 GBP,0,0,0,0,taken,taken,0,0,0,0,1,1,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,15,14,5,10,21,7,14,0,PA,JP,mine>jp-city,200,USD,15,0,0,12/10/2019 06:11
https://www.expireddomains.net/goto/1/5vyfqz/21/?tr=export,shock.io,shock,io,Shock.io,Shock,5,20,0,0,0,0,11/24/2017,43,11/24/2017,"Dynadot, LLC",0,0,no,no,1/25/2018,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,available,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,registered,124,29,3,368000,10,0.50 USD,0,0,0.00 EUR,74000,37,0.88 USD,14800,5,0.29 GBP,0,0,0,0,taken,taken,0,0,0,20,20,13,1,1,1,-,0,0,0,0,1,1,0,1,1,[English - 100.00%],1,[English - 100.00%],19,0,0,0,0,0,0,0,0,0,0,0,0,9233,5941,3292,7752,5097,2656,8935,5768,3167,0,,,,20,USD,15,0,0,11/26/2019 01:06
https://www.expireddomains.net/goto/1/24no73/21/?tr=export,openload.com,openload,com,OpenLoad.com,Open Load,8,343,9,9,1,3,9/28/2002,76,8/18/2003,"NameSilo, LLC",287592,164072,no,no,6/14/2017,registered,registered,registered,registered,registered,registered,registered,available,registered,available,registered,registered,registered,registered,registered,available,registered,registered,registered,available,registered,available,available,available,registered,registered,registered,registered,registered,registered,available,available,82,23,9,301000,0,0.38 USD,9900,0,0.35 EUR,27100,1,0.50 USD,14800,0,0.23 GBP,0,0,0,0,taken,taken,7,2,3.5,343,53,16,90,63,60,"2 - News/Magazines and E-zines (50.83%), 2 - Business/Directories (17.64%), 1 - Sports/Cycling (8.28%), 1 - Regional/Europe (7.69%), 1 - Games/Roleplaying (6.63%)",0,0,0,0,88,27,0,90,45,,0,"[English - 73.00%], [Spanish/Castilian - 16.00%], [Malay - 3.00%], [Arabic - 2.00%], [French - 1.00%], [Burmese - 0.00%], [Italian - 0.00%], [German - 0.00%], [Russian - 0.00%], [Swedish - 0.00%]",166,0,0,0,0,0,0,0,0,44942098,4,0,0,111,86,25,75,58,18,99,77,22,0,,,,"49,995",USD,15,0,0,12/4/2019 03:11
https://www.expireddomains.net/goto/1/4gaiww/21/?tr=export,visitdoha.com,visitdoha,com,VisitDoha.com,Visit Doha,9,439,91,331,1,1,3/26/2002,71,1/27/2002,Realtime Register B.V.,0,0,no,no,11/15/2017,registered,registered,registered,available,available,registered,available,available,available,available,registered,registered,registered,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,registered,available,10,9,23,590,15,0.30 USD,10,4,0.00 EUR,90,8,1.26 USD,90,7,0.26 GBP,0,0,0,0,taken,taken,22,7,3.14,439,6,6,106,10,9,"7 - Society/Relationships (77.32%), 6 - Recreation/Travel (21.98%), 4 - Recreation/Outdoors (0.43%), 3 - Computers/Internet/Searching (0.06%), 3 - Arts/Visual Arts (0.03%)",4,4,2,6,106,2,104,106,0,[English - 100.00%],1,"[English - 86.00%], [Dutch/Flemish - 13.00%]",123,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,4,3,2,9,5,4,0,PA,QA,doha>qa-city|qa-municipality,200,USD,15,0,0,1/6/2020 22:06
https://www.expireddomains.net/goto/1/6ij5tt/21/?tr=export,cannaextractions.com,cannaextractions,com,CannaExtractions.com,Canna Extractions,16,0,0,0,0,0,8/6/2018,2,8/17/2015,"GoDaddy.com, LLC",0,0,no,no,5/2/2016,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,1,1,31,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,available,0,0,0,0,3,2,0,0,0,-,0,0,0,0,0,0,0,0,0,[English - 100.00%],0,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,3,2,5,3,2,0,,,,20,USD,15,0,0,1/17/2020 20:18
https://www.expireddomains.net/goto/1/150coy/21/?tr=export,whattodoinkeywest.com,whattodoinkeywest,com,WhatToDoinKeywest.com,What ToDoin Keywest,17,0,0,0,0,0,3/31/2013,23,3/30/2011,"GoDaddy.com, LLC",0,0,no,no,2/4/2013,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,1,1,31,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,available,0,0,0,0,2,2,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,1,0,PA,US,keywest>us-city,20,USD,15,0,0,1/31/2020 12:07
https://www.expireddomains.net/goto/1/ozhvm/21/?tr=export,registers.net,registers,net,Registers.net,Registers,9,0,0,0,0,0,1/8/2003,24,2/9/1999,CSL Computer Service Langenbach GmbH d/b/a joker.com,0,0,no,no,10/5/2012,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,available,registered,registered,registered,registered,available,available,available,available,registered,registered,available,registered,registered,registered,available,available,54,23,9,550000,9,0.13 USD,12100,56,0.85 EUR,90500,19,1.79 USD,22200,2,0.68 GBP,0,0,0,0,taken,taken,0,0,0,0,2,2,0,0,0,-,3,5,0,2,0,0,0,0,0,[English - 100.00%],0,,0,0,0,0,0,0,0,0,0,0,0,0,0,816,365,451,662,301,362,784,354,430,0,,,,20,USD,15,0,0,11/27/2019 15:32
https://www.expireddomains.net/goto/1/2el1s3/21/?tr=export,zenzer.com,zenzer,com,zenzer.com,Zen Zer,6,0,0,0,0,0,3/2/2001,137,11/30/2001,"GoDaddy.com, LLC",0,0,no,no,1/8/2015,registered,registered,registered,available,registered,available,registered,available,available,available,registered,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,registered,registered,available,available,9,9,23,1600,1,0.05 USD,10,0,0.00 EUR,40,0,0.00 USD,20,0,0.00 GBP,0,0,0,0,taken,taken,0,0,0,0,2,2,0,0,0,-,1,1,0,2,0,0,0,0,0,[English - 100.00%],0,,0,0,0,0,0,0,0,0,0,0,0,0,0,124,114,10,102,96,7,116,107,9,0,,,,20,USD,15,0,0,12/19/2019 03:36
https://www.expireddomains.net/goto/1/1f7z2b/21/?tr=export,sms.ws,sms,ws,sms.ws,Sms,3,1,0,0,0,0,2/20/2001,31,0000-00-00,,0,0,no,no,8/19/2011,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,459,31,1,1500000,15,0.71 USD,0,0,0.00 EUR,165000,11,2.53 USD,0,0,0.00 GBP,0,0,0,0,available,taken,0,0,0,1,3,2,1,1,1,-,0,0,0,0,1,0,0,1,0,,0,[Nepali - 100.00%],3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"50,000",USD,15,0,0,1/21/2020 07:00
https://www.expireddomains.net/goto/1/l691g/21/?tr=export,p675.com,p675,com,p675.com,p,4,8789,94,2596,87,53,7/11/2010,135,4/1/2015,"GoDaddy.com, LLC",0,0,no,no,5/12/2018,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,4,3,29,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,886845,516,451,0,available,taken,23,0,0,8789,195,98,229,157,125,1 - Computers/Internet/On the Web (100.00%),4,5,1,38,224,1,1,229,58,[Chinese - 100.00%],0,"[Chinese - 56.00%], [English - 40.00%], [Indonesian - 0.00%], [Arabic - 0.00%], [Spanish/Castilian - 0.00%], [Burmese - 0.00%], [Catalan/Valencian - 0.00%], [Russian - 0.00%], [Swedish - 0.00%]",852978,1,4,0,0,1,4,0,0,0,0,0,0,97,12,85,79,12,68,97,12,85,0,,,,100,USD,15,0,0,1/29/2020 04:00
https://www.expireddomains.net/goto/1/kp6px/21/?tr=export,fqym.com,fqym,com,fqym.com,fqym,4,5,0,0,0,0,1/23/2005,13,7/17/2007,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0,0,no,no,11/1/2015,registered,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,6,3,29,0,0,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,4,0,0,5,2,2,2,2,2,-,0,0,0,0,2,1,0,2,1,,0,[English - 100.00%],7,0,0,0,0,0,0,0,0,0,0,0,0,19,12,7,14,8,7,15,8,7,0,,,,"1,000",USD,15,0,0,1/8/2020 07:03
https://www.expireddomains.net/goto/1/6ols6/21/?tr=export,cranberryjuice.com,cranberryjuice,com,CranberryJuice.com,Cranberry Juice,14,49,5,8,9,4,3/9/2001,131,9/26/2000,"GoDaddy.com, LLC",0,0,no,no,12/5/2014,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,12,10,22,110000,100,0.17 USD,590,65,0.31 EUR,40500,100,0.19 USD,8100,100,0.20 GBP,0,0,0,0,taken,taken,8,16,0.5,49,16,6,12,12,12,"15 - Recreation/Travel (91.65%), 11 - Regional/North America (6.61%), 9 - Society (0.99%), 8 - Society/Government (0.44%), 7 - Business/Transportation and Logistics (0.14%)",0,0,0,0,12,9,0,12,7,,0,"[English - 80.00%], [Spanish/Castilian - 20.00%]",67,0,0,0,0,0,0,0,0,0,0,0,0,21,10,11,12,6,7,17,8,9,1,PA,CA US,cranberry>ca-city-partial|us-city-partial|us-municipality,"12,500",USD,15,0,0,1/3/2020 00:50
https://www.expireddomains.net/goto/1/1hfc5k/21/?tr=export,kingporn.com,kingporn,com,KingPorn.com,King Porn,8,0,0,0,0,0,12/2/1998,60,5/7/2002,PDR Ltd. d/b/a PublicDomainRegistry.com,0,0,no,no,7/23/2013,registered,registered,registered,available,available,registered,available,available,available,available,available,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,11,6,26,49500,0,0.19 USD,1300,0,0.00 EUR,4400,1,0.17 USD,1300,1,0.53 GBP,0,0,0,0,taken,taken,0,0,0,0,8,7,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,15,92,87,11,77,105,14,91,0,PA,US,king>us-city,199,USD,15,0,0,12/18/2019 00:04
https://www.expireddomains.net/goto/1/baa8b/21/?tr=export,vq2.com,vq2,com,vq2.com,vq,3,1,0,0,0,0,4/7/2000,30,9/9/2004,Uniregistrar Corp,0,0,no,no,5/5/2015,registered,registered,registered,available,available,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,9,6,26,210,2,0.00 USD,10,11,0.00 EUR,50,6,0.00 USD,10,1,0.00 GBP,0,0,0,0,available,taken,3,0,0,1,2,2,1,1,1,-,0,0,0,0,1,0,0,1,0,,0,[English - 100.00%],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,55,USD,15,0,0,12/4/2019 20:00
https://www.expireddomains.net/goto/1/1px9ho/21/?tr=export,cupids.net,cupids,net,Cupids.net,Cupids,6,9,1,1,0,1,12/12/1998,131,11/25/2004,"Wild West Domains, LLC",0,985954,no,no,9/8/2013,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,available,available,available,available,registered,available,available,available,available,available,registered,registered,available,available,registered,registered,registered,available,31,19,13,201000,7,0.68 USD,0,0,0.00 EUR,60500,12,1.06 USD,14800,3,0.99 GBP,0,0,0,0,taken,taken,3,0,0,9,3,3,5,5,5,"6 - Society/Politics (85.70%), 5 - News/Media Industry (13.81%), 3 - Arts/Literature (0.23%), 3 - Science/Social Sciences (0.07%), 2 - Computers/Chats and Forums (0.02%)",0,0,0,0,4,3,1,5,2,[English - 100.00%],109,[English - 100.00%],971,0,0,0,0,0,0,0,0,0,0,0,0,1619,1175,444,1462,1031,432,1584,1142,442,0,,,,20,USD,15,0,0,12/3/2019 14:02
https://www.expireddomains.net/goto/1/39zh3i/21/?tr=export,end.me,end,me,End.me,End,3,14,1,3,0,1,6/22/2009,22,7/30/2008,"GoDaddy.com, LLC",0,0,no,no,3/16/2013,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,available,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,333,30,2,450000,2,0.06 USD,0,0,0.00 EUR,60500,2,0.18 USD,110000,3,0.04 GBP,0,0,0,0,available,taken,0,0,0,14,6,2,2,2,2,-,0,0,0,0,2,0,0,2,2,,0,"[English - 92.00%], [French - 7.00%]",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"5,000",USD,15,0,0,2/8/2020 11:00
https://www.expireddomains.net/goto/1/nn5n4/21/?tr=export,hotelsindubai.net,hotelsindubai,net,HotElsinDubai.net,Hot Elsin Dubai,13,1331,141,1198,1,1,10/14/2007,75,4/24/2004,"GoDaddy.com, LLC",0,0,no,no,1/28/2014,registered,registered,registered,available,registered,registered,available,registered,available,registered,registered,available,available,registered,registered,available,available,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,13,12,20,110000,47,2.45 USD,4400,49,1.66 EUR,14800,30,2.26 USD,18100,58,2.03 GBP,0,0,0,0,taken,taken,10,1,10,1331,15,15,165,9,7,"1 - Society/Holidays (90.87%), 1 - Regional/Europe (9.12%)",24,24,6,15,165,10,159,165,0,[English - 100.00%],5,"[English - 91.00%], [Dutch/Flemish - 5.00%], [Icelandic - 2.00%]",812,0,0,0,0,0,0,0,0,0,0,0,0,26,6,20,16,3,14,24,5,19,0,PA,AE,dubai>ae-city|ae-province,200,USD,15,0,0,12/27/2019 22:01
https://www.expireddomains.net/goto/1/jzcy8/21/?tr=export,p8z.com,p8z,com,p8z.com,pz,3,2,0,0,0,0,4/1/2004,34,4/3/2005,Epik Inc.,0,0,no,no,8/6/2015,registered,registered,registered,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,10,5,27,70,13,0.02 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,taken,7,0,0,2,22,20,2,2,2,-,2,2,0,20,1,2,0,2,1,[English - 100.00%],0,[English - 100.00%],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,888,USD,15,0,0,12/30/2019 04:00
https://www.expireddomains.net/goto/1/1i57wx/21/?tr=export,chishu.com,chishu,com,chishu.com,Ch IsHu,6,2,0,0,0,0,7/15/2009,14,9/26/2008,"DYNADOT, LLC",0,0,no,no,9/21/2014,registered,registered,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,9,4,28,90,1,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,taken,taken,3,2,1.5,2,4,4,1,1,1,"1 - Arts/Movies (52.35%), 1 - Recreation/Travel (30.01%), 1 - Recreation/Food (17.49%), 1 - Recreation/Autos (0.05%)",0,0,0,0,1,1,0,1,0,,0,[English - 100.00%],0,0,0,0,0,0,0,0,0,0,0,0,0,125,111,14,108,97,12,121,108,13,0,,,,100,USD,15,0,0,12/29/2019 16:00
https://www.expireddomains.net/goto/1/4d2dli/21/?tr=export,sunpartners.com,sunpartners,com,SunPartners.com,Sun Partners,11,307,8,8,2,2,3/31/2001,36,2/12/2006,"GoDaddy.com, LLC",0,0,no,no,11/25/2015,registered,registered,registered,registered,available,registered,available,available,registered,available,available,registered,registered,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,13,10,22,1600,0,0.00 USD,30,0,0.00 EUR,40,0,0.00 USD,20,0,0.00 GBP,0,0,0,0,taken,taken,8,8,1,307,6,6,11,4,4,"8 - Shopping/Health (98.83%), 4 - Shopping/Food (0.85%), 4 - Business/Food and Related Products (0.24%)",0,0,0,4,11,10,0,11,8,,0,"[Japanese - 94.00%], [English - 5.00%]",295,0,0,0,0,0,0,0,0,0,0,0,0,30,14,16,22,10,13,28,13,15,0,,,,100,USD,15,0,0,12/13/2019 03:07
https://www.expireddomains.net/goto/1/7v32u/21/?tr=export,pacificplace.com,pacificplace,com,PacificPlace.com,Pacific Place,12,1,0,0,0,0,12/28/1996,166,3/18/1999,"GoDaddy.com, LLC",0,0,no,no,11/22/2014,registered,registered,registered,registered,registered,available,available,registered,registered,available,registered,registered,registered,available,available,available,available,registered,available,available,registered,available,available,available,available,available,registered,available,registered,available,available,available,18,14,18,40500,8,0.13 USD,40,6,0.53 EUR,6600,1,1.91 USD,170,6,0.50 GBP,0,0,0,0,taken,taken,0,0,0,1,2,2,1,1,1,"3 - Business/Food and Related Products (88.59%), 2 - Business (11.39%)",0,0,0,0,1,1,0,1,0,,0,[Russian - 100.00%],5,0,0,0,0,0,0,0,0,0,0,0,0,60,39,21,48,34,15,56,37,19,0,PA,US,pacific>us-city|us-county-partial|us-neighborhood-partial,20,USD,15,0,0,1/13/2020 15:00
https://www.expireddomains.net/goto/1/nllxz/21/?tr=export,forum-actif.net,forum-actif,net,forum-actif.net,Forum Actif,11,1275281,1617,52385,1666,529,6/8/2007,227,4/25/2007,"GoDaddy.com, LLC",208947,0,yes,no,10/4/2018,registered,registered,available,available,registered,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,4,4,28,3600,0,0.03 USD,10,0,0.00 EUR,20,0,0.00 USD,10,0,0.00 GBP,149071,1634,1256,20,taken,available,56,43,1.3,1275281,1815320,557071,3362,1621,1254,"33 - Recreation/Pets (23.58%), 32 - Society/People (17.61%), 31 - Recreation (15.72%), 29 - Science/Social Sciences (10.86%), 29 - Recreation/Autos (9.73%)",1,4,8,526319,3274,2298,249,3356,1395,"[French - 98.00%], [English - 0.00%], [Arabic - 0.00%], [Danish - 0.00%]",579955,"[French - 97.00%], [English - 1.00%], [Arabic - 0.00%]",2613125,2,7,0,0,1,2,0,0,1424644,2047,420,0,6,3,3,1,1,1,4,2,2,76,,,,500,USD,15,0,0,2/11/2020 10:02
https://www.expireddomains.net/goto/1/kkt3s/21/?tr=export,dgdv.com,dgdv,com,dgdv.com,dgdv,4,2,0,0,0,0,2/2/2011,8,4/28/2005,"Wild West Domains, LLC",0,0,no,no,9/28/2015,registered,registered,registered,available,available,registered,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,available,available,available,available,available,available,registered,available,available,available,7,6,26,320,0,0.58 USD,30,1,0.00 EUR,30,0,0.00 USD,10,20,0.45 GBP,0,0,0,0,available,taken,0,0,0,2,2,2,1,1,1,-,0,0,0,0,1,0,0,1,0,,0,[English - 100.00%],8,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,13,9,5,18,11,7,0,,,,100,USD,15,2,0,11/22/2019 17:00
https://www.expireddomains.net/goto/1/1ibvbs/21/?tr=export,onesourcesolar.com,onesourcesolar,com,OneSourceSolar.com,One Source Solar,14,0,0,0,0,0,2/1/2011,11,10/27/2008,"GoDaddy.com, LLC",0,0,no,no,2/28/2015,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,1,1,31,30,15,0.00 USD,0,0,0.00 EUR,0,0,0.00 USD,0,0,0.00 GBP,0,0,0,0,available,available,0,0,0,0,2,2,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,1,0,,,,"1,250",USD,15,0,0,1/2/2020 06:00
https://www.expireddomains.net/goto/1/1i57x7/21/?tr=export,aisousuo.com,aisousuo,com,aisousuo.com,Ai Sou Suo,8,0,0,0,0,0,2/2/2011,22,10/7/2008,"DYNADOT, LLC",0,0,no,no,9/27/2011,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,registered,available,available,available,3,3,29,320,0,0.00 USD,10,0,0.00 EUR,70,0,0.00 USD,10,0,0.00 GBP,0,0,0,0,available,available,0,0,0,0,3,3,0,0,0,-,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,19,16,1,16,22,3,19,0,,,,100,USD,15,0,0,12/29/2019 16:00
https://www.expireddomains.net/goto/1/7t5y4/21/?tr=export,nzzf.com,nzzf,com,nzzf.com,nzzf,4,1013,5,13,9,5,2/2/2004,216,1/6/2004,"Name.com, Inc.",0,0,no,no,11/5/2015,registered,registered,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,4,2,30,110,0,0.00 USD,10,0,0.00 EUR,10,0,0.00 USD,10,0,0.00 GBP,0,0,0,0,available,taken,9,3,3,1013,252,176,73,65,62,"3 - Computers/Software (83.30%), 2 - Computers/Systems (10.73%), 2 - Regional/Middle East (5.81%), 1 - Society/People (0.07%)",0,0,0,0,72,52,1,73,18,[English - 100.00%],0,"[Arabic - 98.00%], [Turkish - 0.00%], [English - 0.00%], [Greek (modern) - 0.00%]",0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,16,25,12,14,28,13,15,5,,,,"4,900",USD,15,0,0,12/31/2019 11:45
https://www.expireddomains.net/goto/1/4mwhuk/21/?tr=export,digi.co,digi,co,Digi.co,Digi,4,4,0,0,0,0,9/26/2015,12,7/21/2010,Dynadot LLC,0,0,no,no,7/1/2017,registered,registered,registered,registered,registered,registered,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,registered,322,31,1,673000,8,0.09 USD,5400,2,0.15 EUR,9900,18,1.16 USD,4400,6,0.67 GBP,0,0,0,0,taken,taken,0,0,0,4,10,5,3,3,3,-,0,0,0,0,1,2,0,3,1,,0,[English - 100.00%],0,0,0,0,0,0,0,0,0,0,0,0,0,184256,180639,3617,145373,142261,3113,176052,172514,3538,0,,,,250,USD,15,0,0,11/27/2019 19:07
https://www.expireddomains.net/goto/1/1hf90h/21/?tr=export,artphotos.com,artphotos,com,ArtPhotos.com,Art Photos,9,10,0,0,0,0,12/20/1996,86,10/6/2004,PDR Ltd. d/b/a PublicDomainRegistry.com,0,0,no,no,3/26/2015,registered,registered,registered,registered,available,registered,available,registered,registered,available,available,registered,registered,registered,available,registered,registered,registered,registered,registered,registered,registered,available,available,registered,available,available,registered,available,registered,registered,available,29,21,11,60500,83,0.34 USD,880,38,0.15 EUR,4400,100,1.44 USD,1000,100,1.24 GBP,0,0,0,0,taken,taken,4,1,4,10,3137,3137,7,7,7,"1 - Arts/Movies (52.30%), 1 - Recreation/Travel (32.06%), 1 - Recreation/Food (15.60%)",0,0,0,0,7,5,0,7,1,,0,"[English - 37.00%], [Korean - 37.00%], [Chinese - 12.00%], [Russian - 12.00%]",0,0,0,0,0,0,0,0,0,0,0,0,0,344,40,304,316,35,282,340,39,301,0,,,,199,USD,15,0,0,11/26/2019 23:14
